RMS Energy,Spectral Centroid,Spectral Bandwidth,Spectral Flatness,Zero-Crossing Rate,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Chroma1,Chroma2,Chroma3,Chroma4,Chroma5,Chroma6,Chroma7,Chroma8,Chroma9,Chroma10,Chroma11,Chroma12,Spectral Contrast1,Spectral Contrast2,Spectral Contrast3,Spectral Contrast4,Spectral Contrast5,Spectral Contrast6,Spectral Contrast7,Mel Spectrogram1,Mel Spectrogram2,Mel Spectrogram3,Mel Spectrogram4,Mel Spectrogram5,Mel Spectrogram6,Mel Spectrogram7,Mel Spectrogram8,Mel Spectrogram9,Mel Spectrogram10,Mel Spectrogram11,Mel Spectrogram12,Mel Spectrogram13,Mel Spectrogram14,Mel Spectrogram15,Mel Spectrogram16,Mel Spectrogram17,Mel Spectrogram18,Mel Spectrogram19,Mel Spectrogram20,Mel Spectrogram21,Mel Spectrogram22,Mel Spectrogram23,Mel Spectrogram24,Mel Spectrogram25,Mel Spectrogram26,Mel Spectrogram27,Mel Spectrogram28,Mel Spectrogram29,Mel Spectrogram30,Mel Spectrogram31,Mel Spectrogram32,Mel Spectrogram33,Mel Spectrogram34,Mel Spectrogram35,Mel Spectrogram36,Mel Spectrogram37,Mel Spectrogram38,Mel Spectrogram39,Mel Spectrogram40,Result
0.074722208,1587.6815051238311,1334.0936625510944,4.605121648637578e-05,0.052683394,-296.1014404,161.95262145996094,-41.41127014,-24.90445137,13.262640953063965,-20.04907036,-17.85185242,-2.533017635,-13.30244637,-12.55672455,-5.296202183,-6.643338203,-5.251471519,0.2860007882118225,0.3186113536357879,0.3314644396305084,0.3527699708938598,0.3724483847618103,0.3738638758659363,0.3475766777992248,0.3792173862457275,0.3755469024181366,0.3698899447917938,0.3584100008010864,0.3070367872714996,13.542301741892246,11.959509452659256,16.284125903335557,17.025797412285076,17.56752751,23.221129872046305,27.485471336812243,0.099766873,1.0149753093719482,1.9652100801467896,5.141087055206299,3.338859796524048,5.837692260742188,9.587090492248535,13.269277572631836,10.194361686706545,5.542161464691162,2.841487407684326,7.894268989562988,8.280196189880371,1.5046629905700684,1.022281050682068,0.7804418206214905,0.5750451683998108,2.303030252456665,1.7647911310195925,0.6285316944122314,0.2414845675230026,0.1319758892059326,0.072917059,0.035769224,0.02309637,0.007344543,0.001034843,0.000330206,0.000132309,2.3608467017766088e-05,3.323877763250493e-06,2.829303582529974e-07,1.2772279944783804e-07,1.245433196572776e-07,1.0212350076699297e-07,9.251408528143656e-08,7.862634276989412e-08,6.727493229163883e-08,6.473327829326081e-08,3.633935818925238e-08,1
0.075553939,3392.840925850331,2286.78298,0.000315696,0.1216709641458816,-262.8318176,68.37258911132812,-84.52459717,8.099049568,-6.498518944,-8.526291847,-10.19235134,-12.02024269,-5.508635044,-5.680640697,9.334528923034668,-1.21159029,0.800838053,0.2480138093233108,0.2191036194562912,0.264158159,0.3398481011390686,0.375519723,0.3572167754173279,0.340907484,0.3425353467464447,0.3974573612213135,0.3286046385765075,0.2955670356750488,0.3099667429924011,10.76099833721703,9.895031620187718,13.334933313934249,18.38459622,19.40763942235897,21.465387910317048,40.753499061845375,0.032667898,0.027722431,0.5170561671257019,0.921905279,0.1145412176847457,0.2367520481348037,1.2962498664855957,1.5946656465530396,1.561033010482788,2.132899761199951,0.160516545,0.1755822896957397,8.953691482543945,6.399848937988281,2.2528443336486816,3.583568334579468,5.23715353,4.353163242340088,5.4399495124816895,3.146280527114868,1.3035045862197876,0.8688638210296631,1.0645196437835691,0.5785003900527954,0.5884588956832886,1.5834903717041016,1.3643311262130735,0.2546753585338592,0.088235803,0.063994311,0.057144646,0.048749648,0.041726571,0.007998534,0.002161959,0.000485286,9.924894402502105e-05,4.082090163137764e-05,2.331563700863626e-05,1.540722769277636e-05,1
0.088919103,2613.069946107142,2520.3451142905524,0.000897883,0.078000947,-290.9546509,118.7151336669922,-70.43466187,-17.58123016,-13.9032774,-4.90060854,-17.43234825,2.340808629989624,-9.229187012,-0.978084087,-7.696015835,-4.126600742,-5.897678375,0.379611611,0.4652442336082458,0.3730098307132721,0.3423178195953369,0.2536710798740387,0.183069572,0.1841659843921661,0.2043478339910507,0.2504989504814148,0.3081423342227936,0.3568625748157501,0.2971754670143127,12.180226743956682,11.250754363727804,18.345222742602285,21.328525250056945,20.40292571505721,22.07765547370732,37.955017925480696,0.037622165,0.2245337516069412,1.573190450668335,0.2957994639873504,1.0949734449386597,3.940566301345825,3.3582942485809326,1.953412652015686,2.6971380710601807,4.174550533294678,18.21251678466797,14.723580360412598,4.076906204223633,0.7921790480613708,1.9556719064712524,6.617311954498291,5.179239273071289,1.4722355604171753,2.043452739715576,1.2332769632339478,0.5242220163345337,0.3063595294952392,0.099407375,0.079504415,0.059417389,0.016230166,0.004410251,0.003583885,0.003249499,0.001538865,0.000510447,0.000414018,0.000396839,0.000356176,0.000323497,0.000199238,0.000189093,4.1126750147668645e-05,6.336002655871198e-08,5.984019679772247e-08,1
0.05146059,2703.6576045750858,1994.3097834285347,0.00059026,0.096361908,-294.539978,127.77981567382812,-106.3584671,-10.98203182,-0.056081537,-15.92508793,-13.05295753,9.552046775817873,-4.369538307,-2.020466805,5.587315559387207,-5.148334026,-1.974168658,0.332387626,0.3211435973644256,0.2807939350605011,0.3064954280853271,0.3553634583950043,0.3505598306655884,0.3890846371650696,0.3894688785076141,0.3467527329921722,0.3098630607128143,0.3365035951137543,0.3306442499160766,13.325136394120996,8.461378230892032,14.37227670521028,17.213129712419434,17.323001170393987,24.19118439640759,34.00225000936881,0.008801264,0.02824047,0.041568577,0.046614703,0.051757675,0.050645646,0.1222305446863174,0.6423253417015076,1.419939398765564,2.0221099853515625,0.7530012130737305,0.9241831302642822,3.740037441253662,1.661685824394226,1.2965326309204102,1.1683228015899658,1.408573865890503,2.336937427520752,1.1804287433624268,0.5643309950828552,0.4884319603443146,0.2709689438343048,0.2427985966205597,0.3629583716392517,0.1482748389244079,0.029122084,0.007670768,0.003685645,0.002111302,0.000364155,0.000204472,7.919920608401299e-05,8.653006807435304e-05,0.000123345,6.534747808473185e-05,1.6957783373072743e-05,8.214821605179168e-07,4.466371450462248e-08,2.3503613277853226e-08,8.086267655471602e-09,1
0.03966615,2850.207889840763,3013.6182285647405,0.001593226,0.07692129,-358.2943726,103.2257308959961,-11.20160198,14.529478073120115,9.626040459,14.895861625671388,4.294750690460205,-6.044354916,-6.713699341,-7.956160545,-1.596531153,-1.457218766,-4.996364594,0.3833976089954376,0.447876364,0.4529865682125091,0.4313637614250183,0.4480530023574829,0.499174029,0.5697020888328552,0.550313413,0.5465325117111206,0.5181761384010315,0.4689115583896637,0.4050712585449219,18.68390574367776,9.785619366112147,13.87282502,15.153358418076015,16.55984005,17.47538100139794,34.16382981271093,0.1363724023103714,0.5148446559906006,0.7057315111160278,0.545410156,1.803166747093201,1.2902332544326782,1.837474703788757,1.8679262399673464,0.2516987025737762,0.084325239,0.8998899459838867,2.0042178630828857,2.520432949066162,2.685487747192383,7.034203052520752,2.5433058738708496,5.118229389190674,4.129407405853272,4.355031967163086,1.0555814504623413,2.753052234649658,2.039379835128784,0.5066365003585815,3.1766934394836426,0.9660799503326416,0.2393321096897125,0.1653764247894287,0.130777508,0.085742027,0.032938901,0.077384762,0.03393409,0.028546544,0.014868643,0.013225678,0.004168336,0.000616581,0.000150021,9.305350977228954e-05,5.216139470576309e-05,1
0.070092864,3747.8336838683776,2927.8940017023533,0.000742769,0.1056715396606728,-191.226944,116.90666961669922,-104.3102264,34.027591705322266,-38.57238007,30.11078643798828,-25.74325562,9.723190307617188,-2.412420034,1.7426835298538208,-17.31228065,-7.791157246,6.117742062,0.2151397168636322,0.2516615688800812,0.3492707908153534,0.6262912750244141,0.7733591794967651,0.4384510815143585,0.2527601718902588,0.210352674,0.1892746984958648,0.1819322109222412,0.1963649094104766,0.2005565017461776,13.773019057956644,7.884546374538516,11.019962537409349,16.24705903812176,16.90207404990868,16.410935323927955,45.155825326139066,0.1415257155895233,0.3072195649147033,0.2814674377441406,0.2778482735157013,0.2920393347740173,0.3216747045516968,0.3418602347373962,0.3845990598201751,0.4678258001804352,0.8939965963363647,1.1852160692214966,2.1784141063690186,4.298674107,2.1275322437286377,1.6052560806274414,0.7103176712989807,0.6752485036849976,0.7934442162513733,1.8465080261230469,2.512608289718628,0.6820686459541321,0.2955576479434967,0.2343075573444366,0.2381402403116226,0.1475188732147216,0.1381676346063614,0.115754411,0.074775591,0.070204318,0.076474421,0.039501645,0.023894927,0.017288154,0.011971131,0.008586736,0.004955638,0.000888396,1.1251430805714335e-05,3.459813626705e-07,3.190876043390745e-07,1
0.056714267,2568.0192274690016,3002.7707557888807,0.0190486,0.062580001,-295.3173828,131.10604858398438,-48.27981567,-6.696783066,-20.97617722,17.216001510620117,-7.160332203,16.51325225830078,1.0001879930496216,14.933134078979492,5.464805603027344,-3.288642645,2.3004627227783203,0.4990606307983398,0.4511755704879761,0.4497208893299103,0.3998576402664184,0.3365596830844879,0.333921343,0.3173857629299164,0.3319287598133087,0.3590437769889831,0.3919937014579773,0.4738849103450775,0.5365903973579407,13.438442148692893,9.228079715926254,13.795666957114662,16.361637514484915,17.32628696345949,17.126688725418894,35.434066572211165,2.7708756923675537,2.1372408866882324,0.448675126,0.1228433102369308,0.1600040644407272,0.276878148,0.3134969770908355,0.5379902124404907,4.320747852,12.13734245300293,3.564117431640625,0.4015646576881408,0.1781646609306335,0.2983430027961731,0.5628274083137512,3.911395311355591,5.383671760559082,0.5273366570472717,0.3057400584220886,0.3343421220779419,0.2869253754615783,0.090306811,0.052909501,0.036032941,0.016254621,0.019709978,0.011545137,0.005919447,0.001696107,0.000833307,0.000591228,0.000591929,0.000636842,0.000978918,0.000703741,0.000294606,9.29364759940654e-05,2.6558152512734523e-06,6.373652894353654e-08,1.4818063220900513e-08,1
0.082080826,1090.7061579074286,1569.803978738006,0.012778318,0.017685184,-298.0496826,176.2705535888672,-20.05199623,-12.06725216,-0.619754076,3.4166226387023926,-13.08653831,-2.062341452,-1.125358939,-8.446911812,-2.870730877,-5.113323212,-1.660394669,0.3985011279582977,0.4260760545730591,0.4642497301101684,0.4004921615123749,0.3541558682918548,0.3550131916999817,0.3987910151481628,0.4470959007740021,0.533541203,0.5481546521186829,0.4710509181022644,0.4027580320835113,25.884056319504428,11.776851740253596,14.389113823429408,15.57944886084503,16.37098550487883,22.47208652287632,34.45806495,1.127919316291809,5.795768737792969,8.750208854675293,7.5534234046936035,14.54559326171875,6.662768840789795,4.357409477233887,4.169517517089844,5.284662246704102,4.293833255767822,1.7139616012573242,1.3108748197555542,0.6372795104980469,0.6058681011199951,1.9341206550598145,0.7467544674873352,0.2360782623291015,0.1224563121795654,0.057654172,0.081521913,0.07725884,0.020552414,0.007878684,0.002354168,0.001706331,0.001407566,0.001122456,0.000732243,0.000513321,0.000330282,0.000196707,0.000331312,0.000260128,0.000182512,0.000111339,2.691715417313389e-05,3.904045087210761e-08,3.46703608045118e-08,3.168362638916733e-08,2.994305958736732e-08,1
0.085443147,3783.3494368925103,2907.0903159560994,0.000606295,0.1290937454683874,-173.0776825,118.60961151123048,-82.08789825,47.73500061035156,-39.42898941,5.142863750457764,-5.858760834,2.0875275135040283,-11.6496563,5.465255737304688,-13.51336575,2.4351487159729004,1.395426869392395,0.3626725673675537,0.4408942759037018,0.4806561768054962,0.4363996386528015,0.4711039662361145,0.5358943939208984,0.4388655126094818,0.4344126582145691,0.3937474191188812,0.3613788187503814,0.347478986,0.318839818,15.571943067398353,8.617036729362248,13.845606771698366,15.697653778357283,15.378270952115562,16.587471189952346,48.16053289573101,0.2233219742774963,0.3170915842056274,0.4910385310649872,0.8827717304229736,2.775102376937866,6.593381881713867,10.052754402160645,2.879167318344116,1.4158508777618408,2.208505392074585,5.305817127227783,4.583632469177246,2.329465627670288,2.319210767745972,1.633035659790039,1.130754470825195,0.7899757027626038,0.6983529925346375,0.4428989291191101,0.41220808,0.5973368287086487,0.8059535026550293,0.5543667674064636,0.348517895,0.4314604103565216,0.5691949129104614,0.6343362331390381,0.3487087786197662,0.2802647948265075,0.1088826283812522,0.044520866,0.026627924,0.016698921,0.010631599,0.00586264,0.002893213,0.001380836,0.000221964,1.2775369668815983e-06,1.2002119547105394e-06,1
0.1354767829179763,1961.5971831263075,1802.8268925110824,0.000396503,0.058965909,-275.4753113,156.4238739013672,-53.24368286,-13.33942223,22.99203109741211,-2.569374561,-14.09546757,2.912567138671875,-2.374806166,-7.454732418,-0.401454568,2.2468833923339844,-7.369479179,0.3539735376834869,0.3432006239891052,0.2298331260681152,0.2055223137140274,0.1996073424816131,0.1947400271892547,0.2387553304433822,0.2908012866973877,0.2710050940513611,0.2267571687698364,0.1974784135818481,0.2294731587171554,11.841183879460363,12.86546179676684,19.67897105488776,21.25808710864868,22.491134098864684,27.33231409471509,32.38064143086076,0.2888541221618652,1.8816008567810056,11.693421363830566,21.153812408447266,14.517701148986816,10.614364624023438,12.832962036132812,26.51495742797852,4.399199962615967,10.328319549560549,19.38452339172364,1.1163009405136108,1.2149643898010254,5.127016544342041,6.252167701721191,3.522567034,4.503101825714111,5.336275100708008,1.0273247957229614,0.8671894669532776,1.341956615447998,1.1961678266525269,0.2184733003377914,0.1681634485721588,0.039535895,0.00895285,0.004051005,0.001143514,0.001805791,0.00205421,0.001041024,0.000191686,0.000264624,0.001373006,0.001783538,0.00088211,0.000199988,7.77069726609625e-06,2.7508333459991263e-06,1.870841060735984e-06,1
0.03617698,2385.582249249906,1960.807791272118,0.000884909,0.085268521,-364.3798523,112.09757232666016,-48.58052063,-9.618943214,-8.453893661,-33.16999817,2.767101287841797,-3.061919689,-25.3424263,-11.48718929,-5.267419338,-1.190359712,2.5101535320281982,0.4440494775772095,0.3987134397029876,0.3995023667812347,0.2874175310134887,0.2709779739379883,0.2798086702823639,0.2932575643062591,0.2745880484580993,0.2817146182060241,0.2903696000576019,0.3810880780220032,0.4103107452392578,11.99432889823354,10.192275585992109,17.29822015679424,16.86529680162438,19.002234413055515,20.958683830452337,30.641642529123253,0.001470744,0.014901008,0.052261833,0.6437790989875793,6.280157089233398,4.548837661743164,1.069802999,0.6338334083557129,0.7086148858070374,0.4088144600391388,0.4324788451194763,0.9002711772918701,1.0281254053115845,0.7343422770500183,0.5293003916740417,0.2434481084346771,0.1113021001219749,0.041194085,0.00953605,0.031142635,0.045131329,0.04551097,0.077226996,0.092239037,0.066848971,0.037728205,0.003713717,0.012158676,0.005607584,8.982351573649794e-05,3.849933364108438e-06,6.694835974485613e-08,5.088714516432447e-08,4.282932053456534e-08,3.635923206957159e-08,3.298762152326162e-08,3.0577282927879423e-08,3.0716037713318656e-08,2.8883018643455216e-08,1.974782648517248e-08,1
