feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,label
0.15746985375881195,2171.1679535771127,2329.7230278871257,0.04547590762376785,0.10375693336716937,-64.25688934326172,96.85185241699219,-11.936759948730469,26.203243255615234,4.6892290115356445,9.576943397521973,1.2403117418289185,6.161214351654053,-2.974438190460205,0.7606422305107117,-4.50325345993042,0.9780442118644714,-3.192150592803955,0.5135449767112732,0.5980261564254761,0.5959509015083313,0.5814175605773926,0.5187360644340515,0.5118797421455383,0.5309965014457703,0.5920504331588745,0.6497539281845093,0.6530988812446594,0.5432676672935486,0.5145334005355835,19.577190165579527,11.22872850808831,13.795608471062526,14.19698191384165,15.350657853312462,16.559400285778487,46.35409961886624,40.60060119628906,50.2392692565918,30.762203216552734,13.490957260131836,14.524508476257324,8.924647331237793,8.486617088317871,7.000145435333252,4.2642903327941895,6.5866522789001465,7.749656677246094,4.493896961212158,2.6629884243011475,3.167297601699829,8.044251441955566,3.646529197692871,1.823541283607483,2.4421613216400146,3.279047966003418,1.9156962633132935,2.2661173343658447,2.046814203262329,1.5297118425369263,1.179478645324707,1.2126057147979736,0.9906730651855469,0.768203854560852,0.5794918537139893,0.47327879071235657,0.39433401823043823,0.3037964403629303,0.21928991377353668,0.16598352789878845,0.13715936243534088,0.13522681593894958,0.09226762503385544,0.0670289471745491,0.05161590874195099,0.03969560191035271,0.028467237949371338,1.0
0.13334131240844727,1668.6309491504494,1742.8160184868586,0.004433522466570139,0.08591710774361949,-135.004638671875,130.2236328125,-33.98697280883789,8.6751070022583,-18.40610122680664,-0.10112392157316208,-27.33681297302246,-2.7000179290771484,-13.57181453704834,-1.9373300075531006,-5.1529927253723145,2.678176164627075,-5.0677876472473145,0.14892742037773132,0.16132225096225739,0.2373754382133484,0.3548487722873688,0.36139240860939026,0.33555731177330017,0.491843581199646,0.41011327505111694,0.30737367272377014,0.3634415566921234,0.29589933156967163,0.190553680062294,19.23512771303415,14.867318399307221,19.038658666847237,17.955978536917414,19.31941737153235,17.809492046192,58.839231015302374,0.8288142085075378,10.212976455688477,10.631758689880371,16.762306213378906,51.129512786865234,33.262107849121094,9.599350929260254,26.02170181274414,19.47122573852539,6.252930641174316,2.7642605304718018,2.7634634971618652,2.2288482189178467,1.563759446144104,2.944514274597168,2.067460060119629,2.913254737854004,1.24002206325531,0.9455848336219788,0.7609606981277466,0.7114790081977844,0.9295884370803833,0.5020614862442017,0.2324308305978775,0.09991996735334396,0.06616245210170746,0.07567930966615677,0.064435675740242,0.0470639131963253,0.03315659239888191,0.04052111878991127,0.03786185756325722,0.038357142359018326,0.04133561626076698,0.023677606135606766,0.014946997165679932,0.007131516933441162,0.004562947899103165,0.0023624456953257322,0.0008841649396345019,1.0
0.2343706488609314,2533.072509504708,1275.6734322595644,0.07736016064882278,0.21070412195475638,-178.59791564941406,16.027376174926758,-136.45663452148438,18.425851821899414,-44.59169387817383,-14.308228492736816,-12.759631156921387,-20.488262176513672,-4.987519264221191,21.179841995239258,7.1476287841796875,12.659256935119629,21.32062530517578,0.0799967423081398,0.10122359544038773,0.24871738255023956,0.35017696022987366,0.08117850869894028,0.08802248537540436,0.1542179137468338,0.12160245329141617,0.2915482223033905,0.5952208638191223,0.5605729222297668,0.18252235651016235,14.871753010068335,13.657291389023008,31.12021593944447,26.568127419067025,28.69585240057169,36.78144298937502,52.048285559750134,0.00210422370582819,0.002097917255014181,0.0028427073266357183,0.003298487514257431,0.00635991245508194,0.32469335198402405,28.548479080200195,18.145349502563477,1.623884916305542,0.27011317014694214,1.2943071126937866,0.3702300190925598,2.913879632949829,12.962859153747559,9.451642036437988,1.0658050775527954,3.8729968070983887,48.81330108642578,83.3639144897461,11.506129264831543,0.9199010729789734,3.034369468688965,3.292664051055908,3.7282745838165283,10.50207805633545,4.5444183349609375,13.051015853881836,25.834796905517578,5.261116027832031,3.3269104957580566,0.2337493598461151,0.04119458422064781,0.1089424267411232,0.04747896268963814,0.007817146368324757,0.0023721642792224884,0.0020554179791361094,0.0019309952622279525,0.0004953201278112829,0.0003415570536162704,1.0
0.26409217715263367,2687.202390958278,2077.5260940298754,0.045642927289009094,0.15659780126160092,-77.90814971923828,61.902889251708984,-54.63014602661133,8.120687484741211,-14.732036590576172,15.26181411743164,-21.499130249023438,-2.759706497192383,-11.449593544006348,-9.56721019744873,-5.558254241943359,-3.2766432762145996,1.866655707359314,0.40501660108566284,0.32575443387031555,0.25389567017555237,0.3428802788257599,0.5283156037330627,0.35218513011932373,0.3211894631385803,0.4282321035861969,0.328204870223999,0.2390877902507782,0.2716529071331024,0.30153149366378784,13.794124691933893,13.758064347435674,19.819700905509805,18.87037568525208,20.667767915182402,17.141272521522435,49.621879785044996,0.8652052283287048,1.9591472148895264,14.61160659790039,38.06049346923828,33.569252014160156,42.425228118896484,34.87321472167969,105.05501556396484,7.786449909210205,8.862977981567383,12.755351066589355,13.322860717773438,20.15573501586914,18.101486206054688,44.36115264892578,27.390846252441406,46.079139709472656,42.942604064941406,7.990692138671875,21.46898078918457,37.65248107910156,5.910846710205078,5.563056468963623,16.00443458557129,3.682408094406128,2.317479133605957,1.2651398181915283,0.8235891461372375,0.5578863024711609,0.539790153503418,0.7138381600379944,1.2144088745117188,1.088853120803833,0.6076242327690125,0.24421773850917816,0.06743286550045013,0.03044774755835533,0.017889268696308136,0.011931798420846462,0.006328747607767582,1.0
0.07238262891769409,1677.6814575949898,1023.0814656710917,0.00011577600525924936,0.11356206902875587,-312.0505676269531,149.16136169433594,-111.64443969726562,10.585969924926758,1.2957282066345215,-30.050779342651367,28.341205596923828,-16.259098052978516,-20.024402618408203,13.281307220458984,-15.520844459533691,-1.9495798349380493,4.037807941436768,0.13857543468475342,0.13853278756141663,0.14658118784427643,0.2309368997812271,0.5904825925827026,0.3632058799266815,0.17566102743148804,0.17550355195999146,0.2621910870075226,0.374070405960083,0.24238912761211395,0.22717595100402832,13.44998010170462,14.164244905369184,20.590696800970914,22.679366137236354,21.258612426349746,43.79336075991272,42.24960810399323,0.015199599787592888,0.24137389659881592,0.23966655135154724,0.18369334936141968,1.1320902109146118,1.8671362400054932,0.36640581488609314,0.25882431864738464,0.1405363529920578,1.1046360731124878,8.571687698364258,3.7532358169555664,1.1577177047729492,1.6228885650634766,1.9901576042175293,20.125545501708984,5.813570022583008,0.22613133490085602,0.2927173674106598,0.5074306130409241,0.20349568128585815,0.2542516887187958,0.1889486014842987,0.18140393495559692,0.16268379986286163,0.17863862216472626,0.47980424761772156,0.5098310112953186,0.1158062070608139,0.008859522640705109,2.821175985445734e-05,6.625253263337072e-06,4.461115622689249e-06,3.2180710149987135e-06,2.4316489088960225e-06,1.853795538409031e-06,1.3710968005398172e-06,1.0323445849280688e-06,8.171367653631023e-07,4.5630531531060115e-07,1.0
0.012568817473948002,1960.3400246091317,2222.4045149580925,0.01591760292649269,0.09170397694315545,-372.74615478515625,110.16909790039062,-15.407767295837402,-0.041821155697107315,-9.824799537658691,-1.4778670072555542,-14.559124946594238,-6.077743053436279,-11.528274536132812,-7.883368015289307,-14.452293395996094,-8.322152137756348,-9.305402755737305,0.5098989605903625,0.4642486870288849,0.5278030037879944,0.5582175850868225,0.5201701521873474,0.4607124328613281,0.4800782799720764,0.46617159247398376,0.4762412905693054,0.4800707697868347,0.48176389932632446,0.46074342727661133,24.050808051089536,11.210904893637164,13.81798646303341,16.133190956138286,17.895945130551823,16.51567993362115,47.549906680062136,0.0043198419734835625,0.030423738062381744,0.04354514181613922,0.04854588210582733,0.03527434170246124,0.054182782769203186,0.06435892730951309,0.15386897325515747,0.34227702021598816,0.09790877252817154,0.13560108840465546,0.1552129089832306,0.34034064412117004,1.3661084175109863,1.1653318405151367,0.09180974215269089,0.11122559756040573,0.07903167605400085,0.11103817075490952,0.1749967336654663,0.15873190760612488,0.13374392688274384,0.09008178114891052,0.0226702019572258,0.01845841109752655,0.008951710537075996,0.008431532420217991,0.00762822525575757,0.003141961293295026,0.002275918610394001,0.002225722884759307,0.0006036963313817978,0.0005013945046812296,0.00039953782106749713,0.00016708785551600158,0.00013622778351418674,5.7351997384103015e-05,3.497259967844002e-05,1.9863970010192133e-05,1.195173626911128e-05,1.0
0.022266201674938202,2368.612691815756,2043.0901389230073,0.00771503197029233,0.14923393090197215,-285.61529541015625,93.60459899902344,-36.334049224853516,42.28146743774414,-14.017316818237305,38.135738372802734,-9.368399620056152,13.002702713012695,-14.626585960388184,10.357723236083984,0.7345991134643555,-1.8419090509414673,-3.857619047164917,0.3929850459098816,0.388954758644104,0.4104037880897522,0.44736167788505554,0.44398823380470276,0.42953622341156006,0.5254502892494202,0.7534965872764587,0.5175508260726929,0.44952577352523804,0.40155088901519775,0.3998264670372009,11.775084340982442,11.630424061861945,12.588463581725163,16.125621145018876,17.11920749118665,15.913428106617477,63.57107279483356,0.39135077595710754,0.9743388295173645,0.4483999013900757,0.1994921714067459,0.0915462076663971,0.09087862074375153,0.08702699095010757,0.03340180218219757,0.030034532770514488,0.02994312345981598,0.033886298537254333,0.04648430645465851,0.05822563171386719,0.07157478481531143,0.11015743017196655,0.10960350930690765,0.9549864530563354,1.5608974695205688,0.5776380300521851,0.05717931315302849,0.03407016023993492,0.05170109495520592,0.062481995671987534,0.06534933298826218,0.04506342485547066,0.0607641264796257,0.0647817999124527,0.027709100395441055,0.0150840412825346,0.011571279726922512,0.014281355775892735,0.012673941440880299,0.01176383625715971,0.00831435527652502,0.0041532572358846664,0.0022700552362948656,0.0005778019549325109,5.7483943237457424e-05,7.594878752570366e-07,3.2176107112036334e-08,1.0
0.10416064411401749,1948.5038709416224,1589.1247965299074,0.003498338395729661,0.11555951819895592,-181.105224609375,103.9769058227539,-73.88971710205078,22.746963500976562,-18.58942413330078,1.4977648258209229,-20.80221939086914,-1.8425426483154297,-10.181512832641602,0.04182310029864311,-3.998307466506958,-3.4227869510650635,-4.82513427734375,0.28350624442100525,0.27199462056159973,0.2775754928588867,0.25090494751930237,0.2804723083972931,0.37706485390663147,0.35801541805267334,0.2372683882713318,0.2262793630361557,0.2771192789077759,0.2546809911727905,0.26382046937942505,17.877583397600585,15.525485781031332,20.025602473315686,21.033105191865744,20.794450455669693,20.77809979020526,52.926166922245265,0.2592989206314087,2.0193521976470947,5.005044460296631,8.347757339477539,8.256494522094727,7.704367160797119,4.63816499710083,4.675838947296143,3.861487865447998,2.0965323448181152,2.196700096130371,2.5694894790649414,1.732028841972351,1.0331264734268188,1.604566216468811,12.04737377166748,16.44544219970703,3.50960636138916,1.8213162422180176,1.5121110677719116,3.414841890335083,2.0761168003082275,0.7312855124473572,0.3364061713218689,0.289395809173584,0.20939792692661285,0.19053250551223755,0.13221204280853271,0.058851853013038635,0.06329487264156342,0.033488497138023376,0.026920810341835022,0.012429343536496162,0.006730327382683754,0.004236768465489149,0.0057158260606229305,0.0015470848884433508,0.0004417164600454271,0.001088478835299611,0.00028154795290902257,1.0
0.15350833535194397,2054.940930980888,1925.8962635471712,0.012839524075388908,0.11356560868619489,-62.661529541015625,118.70446014404297,-40.10402297973633,21.967344284057617,-20.527021408081055,11.012221336364746,-9.879593849182129,19.90991973876953,-6.538366794586182,11.336220741271973,0.58406662940979,11.706435203552246,-6.510974407196045,0.6784494519233704,0.5124648213386536,0.4296828508377075,0.4209487736225128,0.41640350222587585,0.3831228017807007,0.3855399191379547,0.42006900906562805,0.38085219264030457,0.3827187418937683,0.41170793771743774,0.5202684998512268,21.816191227698557,11.162337021180258,14.198510320566731,15.779997371007212,16.376949753505876,16.58727340410091,61.75903796616276,41.1154670715332,37.339176177978516,3.7861647605895996,4.299950122833252,3.104349374771118,5.415678024291992,9.791316986083984,10.151350975036621,10.559013366699219,13.758700370788574,8.151511192321777,6.158812522888184,10.14111328125,18.483928680419922,8.449226379394531,3.628110885620117,1.558532476425171,1.5556851625442505,1.4919567108154297,1.2894206047058105,1.861122488975525,1.5150598287582397,1.23642897605896,1.317461371421814,0.9778947234153748,0.4417608380317688,0.33015236258506775,0.22771568596363068,0.1788075715303421,0.2120654135942459,0.21363405883312225,0.2959091067314148,0.3388088047504425,0.19678883254528046,0.1086101159453392,0.10474785417318344,0.10919104516506195,0.051558006554841995,0.0240978691726923,0.004582203924655914,1.0
0.13029631972312927,2964.3424689826006,2462.711284745914,0.04283536970615387,0.16842077834976799,-82.86111450195312,53.837242126464844,-30.83961296081543,18.46980094909668,-5.18496036529541,8.019761085510254,-9.817131042480469,0.5479776859283447,-7.159933090209961,-5.564189910888672,-14.905180931091309,-10.181119918823242,-5.233090400695801,0.22316338121891022,0.24727705121040344,0.255403608083725,0.19183649122714996,0.21370826661586761,0.3033459186553955,0.2662503123283386,0.35991060733795166,0.2931321859359741,0.4551284909248352,0.4935598075389862,0.32976266741752625,18.638903405909698,13.592879363646293,18.695538701653735,19.084892047515964,19.381139644661836,18.603368585568536,49.99851647070436,7.6845221519470215,11.057090759277344,15.457560539245605,15.804488182067871,20.732872009277344,9.845945358276367,1.5302196741104126,1.5701062679290771,3.053253412246704,1.7880487442016602,4.534308910369873,3.7598443031311035,3.9173665046691895,4.346665859222412,1.3831032514572144,3.225273847579956,1.895899772644043,2.0929689407348633,4.714022636413574,5.768576145172119,2.4977121353149414,1.7573955059051514,1.2052497863769531,1.0759392976760864,0.7258646488189697,0.8891326785087585,1.433097243309021,0.9929226040840149,0.5039920210838318,0.36731281876564026,0.340082585811615,0.23634019494056702,0.29796797037124634,0.30967897176742554,0.17573389410972595,0.11521490663290024,0.10485383868217468,0.061214543879032135,0.03669239953160286,0.025172432884573936,1.0
